NUTS0_code,process,hour,load
FI,paper,1,110.210357901087
FI,paper,2,110.229508387079
FI,paper,3,110.295134238487
FI,paper,4,110.466407897549
FI,paper,5,110.82289334556101
FI,paper,6,111.41940527930299
FI,paper,7,112.226458739468
FI,paper,8,113.112831994956
FI,paper,9,113.90216197064
FI,paper,10,114.461293377498
FI,paper,11,114.74152980474899
FI,paper,12,114.746770424652
FI,paper,13,114.48400127934299
FI,paper,14,113.963854022043
FI,paper,15,113.246868572591
FI,paper,16,112.465495066564
FI,paper,17,111.7766860973
FI,paper,18,111.282108511396
FI,paper,19,110.991546977596
FI,paper,20,110.858723125707
FI,paper,21,110.85520297832
FI,paper,22,111.019234429059
FI,paper,23,111.427359441215
FI,paper,24,112.09468077246099
FI,paper,25,112.902394721123
FI,paper,26,113.65681121626801
FI,paper,27,114.239821304133
FI,paper,28,114.69678036218399
FI,paper,29,115.18456585457199
FI,paper,30,115.843013236509
FI,paper,31,116.69187632592899
FI,paper,32,117.615449536175
FI,paper,33,118.436495533372
FI,paper,34,119.017885414171
FI,paper,35,119.309277779251
FI,paper,36,119.314727023102
FI,paper,37,119.04149729535901
FI,paper,38,118.500643484948
FI,paper,39,117.755115546651
FI,paper,40,116.94263632628001
FI,paper,41,116.22610129171301
FI,paper,42,115.70984454657
FI,paper,43,115.397607400132
FI,paper,44,115.21951550437201
FI,paper,45,115.09270674806801
FI,paper,46,114.967850295408
FI,paper,47,114.840303983347
FI,paper,48,114.73112429665001
FI,paper,49,114.660841289426
FI,paper,50,114.641431228852
FI,paper,51,114.69301549415701
FI,paper,52,114.865658146066
FI,paper,53,115.23495714616699
FI,paper,54,115.85494433415501
FI,paper,55,116.694084197008
FI,paper,56,117.615743104076
FI,paper,57,118.436495533372
FI,paper,58,119.017885414171
FI,paper,59,119.309277779251
FI,paper,60,119.314727023102
FI,paper,61,119.04149729535901
FI,paper,62,118.500643484948
FI,paper,63,117.755115546651
FI,paper,64,116.94263632628001
FI,paper,65,116.22610129171301
FI,paper,66,115.70984454657
FI,paper,67,115.397607400132
FI,paper,68,115.21951550437201
FI,paper,69,115.09270674806801
FI,paper,70,114.967850295408
FI,paper,71,114.840303983347
FI,paper,72,114.73112429665001
FI,paper,73,114.660841289426
FI,paper,74,114.641431228852
FI,paper,75,114.69301549415701
FI,paper,76,114.865658146066
FI,paper,77,115.23495714616699
FI,paper,78,115.85494433415501
FI,paper,79,116.694084197008
FI,paper,80,117.615743104076
FI,paper,81,118.436495533372
FI,paper,82,119.017885414171
FI,paper,83,119.309277779251
FI,paper,84,119.314727023102
FI,paper,85,119.04149729535901
FI,paper,86,118.500643484948
FI,paper,87,117.755115546651
FI,paper,88,116.94263632628001
FI,paper,89,116.22610129171301
FI,paper,90,115.70984454657
FI,paper,91,115.397607400132
FI,paper,92,115.21951550437201
FI,paper,93,115.09270674806801
FI,paper,94,114.967850295408
FI,paper,95,114.840303983347
FI,paper,96,114.73112429665001
FI,paper,97,114.660841289426
FI,paper,98,114.641431228852
FI,paper,99,114.69301549415701
FI,paper,100,114.865658146066
FI,paper,101,115.23495714616699
FI,paper,102,115.85494433415501
FI,paper,103,116.694084197008
FI,paper,104,117.615743104076
FI,paper,105,118.436495533372
FI,paper,106,119.017885414171
FI,paper,107,119.309277779251
FI,paper,108,119.314727023102
FI,paper,109,119.04149729535901
FI,paper,110,118.500643484948
FI,paper,111,117.755115546651
FI,paper,112,116.94263632628001
FI,paper,113,116.22580772381201
FI,paper,114,115.707636675491
FI,paper,115,115.385677895349
FI,paper,116,115.169136192416
FI,paper,117,114.92389369222
FI,paper,118,114.514929457364
FI,paper,119,113.856594923386
FI,paper,120,112.97509415598199
FI,paper,121,112.029504973253
FI,paper,122,111.23701146987301
FI,paper,123,110.75519501236
FI,paper,124,110.63691164537599
FI,paper,125,110.873585564884
FI,paper,126,111.43137638957701
FI,paper,127,112.22866661054701
FI,paper,128,113.11312556285601
FI,paper,129,113.90216197064
FI,paper,130,114.461293377498
FI,paper,131,114.74152980474899
FI,paper,132,114.746770424652
FI,paper,133,114.48400127934299
FI,paper,134,113.963854022043
FI,paper,135,113.246868572591
FI,paper,136,112.465495066564
FI,paper,137,111.77639252939899
FI,paper,138,111.279900640317
FI,paper,139,110.97961747281299
FI,paper,140,110.808343813751
FI,paper,141,110.68638992247101
FI,paper,142,110.56631359101601
FI,paper,143,110.443650381254
FI,paper,144,110.338650631793
FI,paper,145,110.27105840495001
FI,paper,146,110.252391457288
FI,paper,147,110.30200082233601
FI,paper,148,110.468033861495
FI,paper,149,110.82319427328899
FI,paper,150,111.41944529193
FI,paper,151,112.226458739468
FI,paper,152,113.112831994956
FI,paper,153,113.90216197064
FI,paper,154,114.461293377498
FI,paper,155,114.74152980474899
FI,paper,156,114.746770424652
FI,paper,157,114.48400127934299
FI,paper,158,113.963854022043
FI,paper,159,113.246868572591
FI,paper,160,112.465495066564
FI,paper,161,111.7766860973
FI,paper,162,111.282108511396
